name,email,password_hash,balance
Cláudia Martins,claudia.martins1@catchit.pt,$2b$12$uoeqJ6LmxEI1.2xsexeNwe4e/SH7NtZqCDgJq3VeASYS/d3df1d6.,392.38
Vasco Simões,vasco.simoes5@catchit.pt,$2b$12$GbK3lhSZ/oOfh63E530rwe5l9QDhXNPWLXUXu3MhggdYW6FVMy3ji,185.18
Cláudia Borges,claudia.borges1@catchit.pt,$2b$12$ctMusiyMlRXB/TM3OVP.ge/46vUNfFr/QuZf/bEwhRvjHnZHZDyWK,468.9
Raquel Abreu,raquel.abreu1@catchit.pt,$2b$12$IOl2gd8lDf0DsxtzM4yFsu6hBYWDOLJsd989AN3K4Tr5f.r/Dv2rG,338.43
Tiago Ribeiro,tiago.ribeiro3@catchit.pt,$2b$12$3nx2DWVfzJvXga4D3dWHkOX5E2RER0LiE43P/ReElNDGv88TPdBnW,35.59
Hugo Costa,hugo.costa1@catchit.pt,$2b$12$xbtP.bwJdGWDf185MsACPO0C2tvy2taxyaeHcc8S2.RqmemSMbk2y,109.9
Eduardo Pires,eduardo.pires1@catchit.pt,$2b$12$iNfiJj87UinQtqbZQZkUce5UvARHgUoDSEFedyzK3sxfIrFFMc5Dq,364.74
Sara Sousa,sara.sousa2@catchit.pt,$2b$12$ngkLPLoTwUsGlUftt/ZLHeN6WZ9aipSURfQCXPrYeHyYS1pf0mCQe,259.3
Luís Monteiro,luis.monteiro2@catchit.pt,$2b$12$prLKEeMnQR9Kg9paGWtIT.Ek/A4iQePESbHUip4J5JfWGvsNLJdxq,498.33
Maria Figueiredo,maria.figueiredo2@catchit.pt,$2b$12$.VxbrL0raqUpNCPQp8kmNuHU4f5DZcbtx0LPMG78Y75QXyiKKZ0KO,179.25
Helena Almeida,helena.almeida@catchit.pt,$2b$12$RdaMlIfGVMpcuhyh.W1Op.7B1U/4uC9B88QYKRhuDZe5eDRoxaM6m,175.66
Afonso Carvalho,afonso.carvalho1@catchit.pt,$2b$12$ui1gPDJ3zV8Dzz39OqFIM.RvD8DjcI.3znCs/cwNnKG2c4BIOO8bu,419.21
Teresa Figueiredo,teresa.figueiredo3@catchit.pt,$2b$12$0MJz2GR4B57Vr8AP.LZ/5OEjeZnkDf31Xw37pJN.BAbl49T2hnczW,477.66
Gonçalo Tavares,goncalo.tavares2@catchit.pt,$2b$12$ZKtwpAkLR3.a8zH0MmkSdOjCzt3HXuSD5uftJYp5zxHrTkQSu1.LK,379.32
Raquel Lopes,raquel.lopes2@catchit.pt,$2b$12$odrLFM31gRgOD.Xxde8sSOKLRiUh2JUnRfEalXkkWkwnvp8fz03p.,406.11
Gonçalo Alves,goncalo.alves2@catchit.pt,$2b$12$8Q4iJz8.Coq6CjDQccQGPuOmt1Ff/PZ/QcsiAZlw/5QEK68LPCdZW,238.37
João Martins,joao.martins@catchit.pt,$2b$12$/HLfGrahoVLR2fP89cjgberi2Yb.9olQ1CnpdQC0aUtvyf92BadO2,278.14
Tiago Marques,tiago.marques1@catchit.pt,$2b$12$xGV4GiZhIUKjIYdpFaD9e.fu5s2CG9XLr5KM1miwsV6llygT7qnga,422.15
André Moreira,andre.moreira2@catchit.pt,$2b$12$UoAmyrMGSsrs/0i3K7kN7uClC1iGmDO1fZ2Vq2deYQcYIQPDYTnRi,198.37
Marco Mendes,marco.mendes1@catchit.pt,$2b$12$ORi.JxhsV.FiBsk7WXDcrOOOqoL/KVM3bHJdJdJTd.uw1ryTkk6ii,65.51
Mariana Vieira,mariana.vieira@catchit.pt,$2b$12$ym5.vvMuSZL2CD5UDCSaEua80c80774lYmiS89azrG7uDv.APysma,189.58
Carla Fernandes,carla.fernandes1@catchit.pt,$2b$12$DUpu595Uw3h4ZdbaGfmEMeaXbMdiRr5FhvPC9n.UJjK9j1gpTzl7.,414.16
Raquel Carvalho,raquel.carvalho1@catchit.pt,$2b$12$g3NoiItqU1ikoUGiQjmOb.h84S.g7GWQlEsrzmjsiwnw.h5LiB8hy,36.64
Eduardo Gonçalves,eduardo.goncalves1@catchit.pt,$2b$12$yCv7VWug2QwHDiudfUs6SOvuy9TAQi.o1Gr5v4jQITaJQ9dVz3vPq,265.29
Susana Alves,susana.alves2@catchit.pt,$2b$12$dAKiHELw4nKu8DGUAnn.Ou81Tg3fFsPpAPTFR/y75hs1uL.AE1mI.,117.52
Fernando Lopes,fernando.lopes@catchit.pt,$2b$12$mc40ck7ouZMelHho..iOte/1/ChaRZpMyFLoqPe9VFC3jpuemZPHO,436.44
Teresa Dias,teresa.dias1@catchit.pt,$2b$12$tRNnyIF2wKNgIRn45NE5XunFYrDxu.dOEDL4ppyfX.DWY5F8CIOLO,436.87
João Costa,joao.costa@catchit.pt,$2b$12$628DGu1wtSvETCtP63uD4O0xNNHoE2hvOjugnESK7BO5W0HuDLa1y,136.14
Carla Vieira,carla.vieira2@catchit.pt,$2b$12$ykIOtEqVQvnuZLy47X1L1eTcQPIkkYTReL.C7.fIx8MOSOXcX/m3a,209.03
Renato Sousa,renato.sousa1@catchit.pt,$2b$12$H8cPVaf.3ySKszd6WYaluemJYcN24QbFKKV4yrhzQy6QAKGtR/e8K,181.97
Filipa Campos,filipa.campos3@catchit.pt,$2b$12$x.cP4bTiIEd83TQ2alYlEuOy/iVUBfO/o7IFoOMIjWhN5PaEQm1Zi,400.52
Sara Moreira,sara.moreira@catchit.pt,$2b$12$AKTS.oJMMOsGwzOqDVAofuyZfOCDXHPRemG64UYv/uqThRJZZAvqS,443.16
Beatriz Fonseca,beatriz.fonseca1@catchit.pt,$2b$12$fd2b8crS8O.JOWAfdZEjjumIaNCVFMyH1UhTPqt/yGBShBjklzcJS,90.78
Diogo Carvalho,diogo.carvalho@catchit.pt,$2b$12$TL2o7pDgTAXvBAs8sLD1NOa36lG6zG4zfTmsB71RrogNpiT0Wcqra,47.1
Fernando Azevedo,fernando.azevedo@catchit.pt,$2b$12$ROvjK.o9AIfj9Ou3YN18fuVugYrNeXv6DQrxEPHHavjpk3Utk1p4W,478.5
Leonor Cruz,leonor.cruz1@catchit.pt,$2b$12$bQ1SyIGo3LsxaQfSZ2FgguzshGG2nKliD3Xcgtk1LETjvGmVFhAke,454.02
Mariana Simões,mariana.simoes@catchit.pt,$2b$12$AV7fKM08Nuv9RtAa8yLotuxw/JC/SXzC1iSq.sdsgGrMak7PdBcEO,2.82
Teresa Costa,teresa.costa@catchit.pt,$2b$12$BaElEwpGsiczhsRwCF0.w.pFRV/yQ4i54L655AmjD0OYCbaU81aUa,451.91
Diogo Figueiredo,diogo.figueiredo@catchit.pt,$2b$12$8thcMN2BeXzbsOppkO.y..0nbP5TbeLC9gMb8ZyLWC0.iS0ATGAmy,318.75
Vasco Cardoso,vasco.cardoso2@catchit.pt,$2b$12$OoGaJaa15mgO0eg6J5Sa1OUaxDPnELvcm1fI4rL9VqFr.AFoddm8W,35.1
Leonor Azevedo,leonor.azevedo@catchit.pt,$2b$12$m/yC2X60bz8uRv1UNCI9zeM37n3lQG1iObzSC3xzJSt8STxP5BaJa,280.56
Fernando Freitas,fernando.freitas1@catchit.pt,$2b$12$TJ6QACcRKdkyQ0Ir51L6yuOJ6.Kybw.fyypIVtiQ/xq4v/XrJsfdG,150.17
Afonso Jesus,afonso.jesus1@catchit.pt,$2b$12$mq0lP1MtcWzLlw4sjaNR1uwd2oidk3gP5yIXHG4/xTU6kLGu43Zwq,97.73
Ricardo Ribeiro,ricardo.ribeiro1@catchit.pt,$2b$12$xZLnp48z7OTDeFvXABghu.s6QQ0quCx.Azl4M/N0ZoohsCKH6WphW,49.76
Joana Simões,joana.simoes1@catchit.pt,$2b$12$wT4bAHh3vhT336WPbEQsWOJ3qEJXrhaMF10axpUCHO5SFpuISep9.,471.82
Filipa Cardoso,filipa.cardoso2@catchit.pt,$2b$12$ob6x4nTGArBH992zD4lCg.vC9a4fdIqiXtsVgl3h56JBk5s/JAkR6,45.45
Filipa Mendes,filipa.mendes@catchit.pt,$2b$12$WFrwuh4uxSqQr5DgvJxRluwlTlsXaeW7BkL46hAMzuigg5TV3p9WG,107.99
Marta Lopes,marta.lopes1@catchit.pt,$2b$12$XxSCK5GYCOXmYLpgb/OKRO63OgS7fEdFSizoiOJVz2wzpr8hJN2x6,441.23
Catarina Coelho,catarina.coelho@catchit.pt,$2b$12$b7iF6hxNVQEqwCdxBqap7Oyz2BzLenmI6VLU03BGcDIDEveY5gOO6,109.31
Susana Simões,susana.simoes@catchit.pt,$2b$12$Z/w7WjyanrkaVRX3ab1DrO6R2TwgYYmUw7UaVo8jOdDVoyvTgJEHS,262.32
João Pires,joao.pires1@catchit.pt,$2b$12$BSng62FHnsJnsvesKSgwge.4BcNsYyqGpMXuUV1fWAD9YI14zBdDG,161.75
Joana Teixeira,joana.teixeira@catchit.pt,$2b$12$WhNWgb7m1fbBmoyVzTonAu.H4w8iV95EM.PsGaL3FONA1pkhM9Zea,247.18
Francisca Teixeira,francisca.teixeira2@catchit.pt,$2b$12$fr0nM1ydPr2a2XXYp/NHJ.Xw5EJWW5RV4r.v2juN4ha.Zg4e4mnWy,215.77
Gonçalo Nunes,goncalo.nunes@catchit.pt,$2b$12$oHcivIlFE5QM7BAp/975heDYOdnfBcyvWVG.pxQxOBDvAA9gWfLdS,247.58
Carla Ferreira,carla.ferreira@catchit.pt,$2b$12$JQ.K3D0wVGbM.H8Tn1zcxen2C3aJiwSIcUP234fd/ZuyWjLrT6snG,163.29
Diana Alves,diana.alves@catchit.pt,$2b$12$wGgde5mLAsuYOHjctQwQWu5joT.z3nJNLN0B/h5V3Jd1B6zu.Qq3y,222.53
Teresa Mota,teresa.mota4@catchit.pt,$2b$12$AgCx5he4y16Cksxg9bkip..bxNB/L73np2pvOXGHrzq0K7JpfuQwW,70.48
Leonor Alves,leonor.alves1@catchit.pt,$2b$12$ZIoerZS8lnST00v19UEVv.eFNAjBV.HY3z.oSVPu6KzQl7s5DdmPi,310.02
Alexandre Martins,alexandre.martins1@catchit.pt,$2b$12$RcWFnyiZB3wy5ZIIsRy0cet6nuH6TgJE5GZnyColSq4ohgO9r72KK,202.8
Diogo Figueiredo,diogo.figueiredo1@catchit.pt,$2b$12$0J6ifibSKknnG1MER0oQZumGlH6NEqChXPYqkX4qW66FCT.wyDXmi,135.1
Gonçalo Reis,goncalo.reis1@catchit.pt,$2b$12$99jMMOiR2SNSBYyFE2wtlOapR0.Db0o1lapxqxN15JiT17NDAvibG,20.94
Paulo Carvalho,paulo.carvalho2@catchit.pt,$2b$12$.qAwmfThZT96600p4Jbk2unCffLjR8JBCRaCfCghpfGQ73VdQYdOu,474.01
Raquel Ramos,raquel.ramos@catchit.pt,$2b$12$/Scz895uhfjyv6rBMrsi..n.LbZsK3Leav9Klb/NmaBFQ.zRbcAsK,12.24
Diana Martins,diana.martins@catchit.pt,$2b$12$TjsxgxZpU6aO7W9fid0kBuqxXR9ytfiz5aCupJFhrYwaGyb59661S,146.17
Hugo Reis,hugo.reis2@catchit.pt,$2b$12$no5IganIjbIEnrF2uvPhIebsFG9hkMitPI6veqcKRl0ZUL/aiI5h2,19.2
Beatriz Marques,beatriz.marques2@catchit.pt,$2b$12$rUiKx8n7pM5hPUuGyFXNmOlrfhvzyyqZpQKhSgaA92FdBP/ClJQ4K,415.03
Raquel Jesus,raquel.jesus1@catchit.pt,$2b$12$AIrTQJC.pbYlm8WR0TYDyOn8geeD6I/izWk94AembVDhbLq6jL.PK,470.27
Beatriz Ramos,beatriz.ramos4@catchit.pt,$2b$12$giLah9.vIjtj9Jqwy5cWne6xG9Wg6CJbuwrLGWZLF9iYND0PP0cTm,374.31
Carolina Ramos,carolina.ramos1@catchit.pt,$2b$12$27q1U0s4Y9V.zFStFntipe9722yuDuSwVmtY9aigNGdDkwHQ177Vi,442.17
Carolina Cardoso,carolina.cardoso3@catchit.pt,$2b$12$uU5UL6sIixa/SUJfKpHx3eH6thu58SfS2DPrqKEJ8hsVfDhEw3H6C,418.59
Raquel Abreu,raquel.abreu2@catchit.pt,$2b$12$DNIi3TfJJMXQ2fcbLE2bp.w2W8dSlOi1EHYWnSduxXKI2CT5hUe36,405.76
Susana Nunes,susana.nunes1@catchit.pt,$2b$12$N5jAJ6wgYqXdVANVtg/LCOteayfMyy.IaN3XpMy0jRfkB.Ueoa82q,14.54
Leonor Nunes,leonor.nunes1@catchit.pt,$2b$12$R7LYubYUDVc74TDt0Krqfe2OUxi3/sWHVwAhpUqJ3m1VYZlBwDEDe,137.89
Rodrigo Ferreira,rodrigo.ferreira2@catchit.pt,$2b$12$xJUrDCxLDBUbBKuSoNFiK.p4JG2XC3jJoQEWzA.1ngAlkeKDZZO9.,2.25
Diogo Vieira,diogo.vieira@catchit.pt,$2b$12$KBiOC8sQclyhel1fHaA0FOt0si0JHyj7KS8VUJ4EG9e9XMZDwxBT.,169.19
Maria Carvalho,maria.carvalho2@catchit.pt,$2b$12$NwAeHrWf.LZzPFHaTOZ0Z.accf5yb2jlmCiNhoy9ip4J4PAKKovDS,490.06
Renato Monteiro,renato.monteiro1@catchit.pt,$2b$12$78LQ92lHqr4EMeVy0s7tru9ssdKs7MXjIKNKoJ0iLIqWzQBpNxRaK,464.57
Ricardo Cunha,ricardo.cunha@catchit.pt,$2b$12$Hag6nUKKNvDkR8KSI.5UDeN5Gyt0jJ64qqtojs2d30V/HQUwzYcMC,384.87
Diana Silva,diana.silva1@catchit.pt,$2b$12$euvU4m4HtNd6lxK62yUpS.a6F7.nKAzhbORKHM3mhsawmvUbUXUjK,75.07
Sara Santos,sara.santos2@catchit.pt,$2b$12$0vSTpOQNX/vWclgISQsgluCx5SDA3JSHujdDii05BcMeOpuZaInom,381.03
Teresa Alves,teresa.alves@catchit.pt,$2b$12$EgvqxCNMPonSVbXScNsPA.v2XpxepGkRk/nlkXmJQQMMBKPzr/6eu,251.13
Afonso Abreu,afonso.abreu@catchit.pt,$2b$12$/vyMew7/KuNCXTtahBPVn.UMUqoFLcnaNlM/RcYvq5L.7FHffpnGS,154.72
Bruno Oliveira,bruno.oliveira@catchit.pt,$2b$12$rYtSV2huDPVqZHu2xI6C1OfiB/aOP075VS8ZPPRsJop96s66wB8xa,75.9
André Tavares,andre.tavares1@catchit.pt,$2b$12$VppTf3lURafzK.ZcmpDNXu0X.SBtOvo2GJX3OkDkchLXj1tcyapzq,160.93
Afonso Marques,afonso.marques@catchit.pt,$2b$12$aAm9Z7zC/Nsl6XWJeCm6zO.nol2pZ9a/l7ryeB53.p4sOMwo0nJLO,90.01
Alexandre Marques,alexandre.marques1@catchit.pt,$2b$12$nq0mEVLv8KvYbspB4j4CGeWSSvMHF0xwCar5tUjf.cTODx9ClXfHG,478.18
Patrícia Lopes,patricia.lopes@catchit.pt,$2b$12$sjR1nlk5mif8wYjOq8bQbONT5U9xj6WsKcznIMh/3B9sTDzE.tQ26,383.62
Ricardo Moreira,ricardo.moreira@catchit.pt,$2b$12$Crix4prpaBpNGhoLEuV9v.c5YXUN668Qz50E1fF.tAoQDpU6ANO2q,463.84
Jorge Figueiredo,jorge.figueiredo1@catchit.pt,$2b$12$rrCBv311dogIeETW/z8M8.4fkmssvxMyuInTqpdkTBH6NGUmf34ay,301.74
Sérgio Fonseca,sergio.fonseca4@catchit.pt,$2b$12$Yr6YtDsqeaGS9X9XZ3VaY.uYAH1C42sO3wVdKXCbcc585mykjQv.i,61.87
Sofia Alves,sofia.alves@catchit.pt,$2b$12$vU3DmPXyjrRsog5JrBzbGOnNVECoOfQ1CblZ/lfchAqPKGGj4jn2O,20.84
João Lopes,joao.lopes@catchit.pt,$2b$12$TaMLA1TXlO3ozV/Re/x9der4cjvtq.ivkieYkAAnHFSsbLLDd0aeW,476.72
Ricardo Moreira,ricardo.moreira1@catchit.pt,$2b$12$Bqi8GeIYClBdL930ZkL7ZuqJMv/M7ysRAlg/U6mhsAhPwlBjnffMG,443.2
Sofia Gonçalves,sofia.goncalves1@catchit.pt,$2b$12$ReTl5GKZuIHDkfnMuKdbxOfA2clsh8j6.5yqX7TW/nGFaRqtBjh4a,266.49
Catarina Melo,catarina.melo@catchit.pt,$2b$12$Gyd2KgIQu/dFAumViD8gfem7gHDdbNDWInbd2ALThLBavcOZVeJtO,139.17
Inês Fernandes,ines.fernandes1@catchit.pt,$2b$12$X6kO6aqNZWY.jeIA1/Xxju9zqAiyVP/e3.uUY38.sK6SDEt1ApE/.,308.2
Rodrigo Macedo,rodrigo.macedo2@catchit.pt,$2b$12$ZEwboVfNjtsbXpvjtuHTGeN3E.kNCfpLJmePJ7dR5uTdDOj3SPr7q,471.46
Susana Correia,susana.correia@catchit.pt,$2b$12$SNGO.TZHIyQLkc1AcY4Q.e7g3GYZ3dGj1BTjncbxu9.W3aauNDYde,274.86
Vítor Ferreira,vitor.ferreira@catchit.pt,$2b$12$NgxpCmycXvu10NgVk85Yde9sk09aLbp.BizlsY9WFzfd2zUC/J7ey,389.29
Diana Gomes,diana.gomes1@catchit.pt,$2b$12$I1A5TJAgx6PA4obr47ktYuPAerz5NC3X5sXH9YziUuoFpb5LWgmHa,191.5
Maria Coelho,maria.coelho1@catchit.pt,$2b$12$n1ZagxuXo3m1FF2EYzD7cOyXfPxaZalZGw2IA8DRHuvIHxmDcha2G,316.16
João Costa,joao.costa1@catchit.pt,$2b$12$l6pRQiG8Ig5MeL/dJYwtJukGRX3UW1y3kR2SXr7Bo/QCXtEbPKpua,92.31
Nuno Martins,nuno.martins4@catchit.pt,$2b$12$OAynwj9tpMi1wsv.WsOYQ.MXOCT44ZPQWBnrmEwezFGAhxljhO.0u,478.8
Eduardo Melo,eduardo.melo1@catchit.pt,$2b$12$dTkMt3WyBbnAZIxQDfh8g.OSQ5ivoHrZLU.4n5i254maquotM3Kay,9.57
Luís Martins,luis.martins1@catchit.pt,$2b$12$HCKOuQLzBXlSRhDkNy4Oz.HgAqpWFuWCAlj4BcQojPh6S71hfYVZC,446.14
Joana Borges,joana.borges1@catchit.pt,$2b$12$a320JqvIE3OtVjOr1OsZMO1nj2/.piZSssUbs3EmPvfklp7Ijb0sa,166.25
Afonso Cardoso,afonso.cardoso2@catchit.pt,$2b$12$0DZd4VrwpLRnU6Ypk9AKQOvCfzptnzBd0zh55TAENE1d0bAg4Aa0y,224.79
Sérgio Gonçalves,sergio.goncalves1@catchit.pt,$2b$12$JJaHv7JNOik8dEZjs9/xVueqvJ.jORru3/qS3M.EbUbsaEXG1mp8W,404.35
Francisca Mendes,francisca.mendes@catchit.pt,$2b$12$O53JMZwQCmcm6Kh.TY7TluDYkzdZoWjAJw67sChPRBQrfrXS15UVm,132.26
Jorge Lopes,jorge.lopes1@catchit.pt,$2b$12$MdBm72eNO/IgtXe4PxPL3ebbM/pFz5A4I3y/EDFgcPbZKpy6MXLSS,474.64
Bruno Costa,bruno.costa2@catchit.pt,$2b$12$4j5Pyx58f35ePNpCVDA/BuxAuFIyQVwbhNM6OV8rFEmCT.4DOBlrK,25.91
Ana Figueiredo,ana.figueiredo4@catchit.pt,$2b$12$GY9BV86VepKBXKHVFxo4nOKgMikteSCcSZlCoFeSmKHmi6ID6./pi,426.39
Nuno Rodrigues,nuno.rodrigues1@catchit.pt,$2b$12$roCp8f.mP7rssl9NYvRKZeSVX1iU.ZdRngNFr3ss4El2goKkeI1ji,380.39
André Pereira,andre.pereira2@catchit.pt,$2b$12$HC9FILkU0fSM0jZTs9/PxuGwkwLdKCuW3/BsgjY37hkGt6mQzogZq,420.04
Marta Abreu,marta.abreu@catchit.pt,$2b$12$QHA1GAl85K0uWEqGfjDiYetpBx9LyIrw9gYLKzbOqZk.x2yJTinii,302.94
Leonor Reis,leonor.reis@catchit.pt,$2b$12$t4Xe9rcY4RDU4aHMxhSqh.c9lvc82ZXEqeIefo6T/ZpZpaTE1X7N2,431.06
Leonor Moreira,leonor.moreira2@catchit.pt,$2b$12$1uEHr0fbWCQnQJD41.czuODvhPHEhKNWofQ6ysvZ2Pt7vNHk7b1Fm,329.43
Paulo Coelho,paulo.coelho@catchit.pt,$2b$12$WA6aBf5ZkPj2f5ubXDIc1urt3AmtcFaIx2Y/ArfrR0z8HeFOpk2wy,172.5
Helena Melo,helena.melo@catchit.pt,$2b$12$Hg5EwOX2nHT0y/p0.j5FVu/IYjdkimXxocWEYU11NKt9saQoXxEKS,30.89
Nuno Gonçalves,nuno.goncalves@catchit.pt,$2b$12$MeSrgSJ9ocDjHqwXzIqVVOpzxNwmWHnHiAAQflqvJWr9ehllKGs3S,294.7
Vítor Silva,vitor.silva1@catchit.pt,$2b$12$7x5FG10hgwWdhc5SIzRC7.BcRQzid9puHzwn0YbEBg0KTz0IpYaG.,481.04
Ana Nunes,ana.nunes2@catchit.pt,$2b$12$8eDgOP3440itGk0GIc3Aw.mVdkvDU4O8s.UiB/FcS8haTN3cvqhkm,183.57
Vítor Cunha,vitor.cunha3@catchit.pt,$2b$12$puL7LQ3JLje8eVsNHumNOOT3IcARN7G8GuFjK1P6Llbz/UziKtKJm,201.56
Francisca Rodrigues,francisca.rodrigues1@catchit.pt,$2b$12$NpXphlE944oK3ajorrNL8unTrBn9rsCQPxEA3RxJJmMgVxA4cxSym,15.18
Daniela Rodrigues,daniela.rodrigues@catchit.pt,$2b$12$MG4q7y1x3crDcPhP44vwSegWXbMKlaQWEw/v72QToL43EZec3GX9O,424.89
Bruno Freitas,bruno.freitas@catchit.pt,$2b$12$SmiVPS8vwko64qcI6imZzuOE3MGIKyBHlSMn36V8FuNYTs5.0dbl.,167.19
Leonor Coelho,leonor.coelho@catchit.pt,$2b$12$r9zwpVwYApvoBC9ZqXhYCeuth8dEbrOjB6OFBo/0DEZDL0534SMl.,392.45
Pedro Dias,pedro.dias2@catchit.pt,$2b$12$jCWUQFqFNqySHK4R5fhczORqmrBNX0PqmX36wAJyU9Omc9/tIL4.K,351.39
Ricardo Lopes,ricardo.lopes1@catchit.pt,$2b$12$Geq8r5cJhnq23GYELlGJ2Ot4612wmWXJDM75kGFK4UmjxAY1SND7G,193.67
Diogo Moreira,diogo.moreira@catchit.pt,$2b$12$68fRC/OwJTHSobWIJij5fepiWoeHoqPdXskReDRyIaYgGmej.9osa,318.03
Nuno Fernandes,nuno.fernandes@catchit.pt,$2b$12$hYMbj07xt5dmrinT8UyEeeuhfAhvfjjTdb4n/t15MN/kErjCbliMe,388.24
Diogo Lopes,diogo.lopes@catchit.pt,$2b$12$sahLDsYAOHGkNymsYa0slOecyuN3sEwkdkCFWdSzFlvUTONa/ttrW,47.27
Gonçalo Macedo,goncalo.macedo2@catchit.pt,$2b$12$eVIBTGaBGHYIbgaZRVWn/eqAoSDkXcD7rIvHin.JSa1ZsGf9svLlW,329.31
Nuno Mota,nuno.mota@catchit.pt,$2b$12$A9V6TnNCy8sAJ999RHynTOa/P3whJC4gasWf1h/fLDGUdk2wU1LQ.,470.55
Rui Monteiro,rui.monteiro1@catchit.pt,$2b$12$G3Xdc.g1Vj5WnTEyZJ91NONfUlEGMtp44ZxUpZ.k5AGL86euG0g36,412.49
Inês Fonseca,ines.fonseca2@catchit.pt,$2b$12$hlBOELF0dQcJ2uvqZCjfPe2Fjg5ORCmVPzT5nmaBqKoCj3eR8Vr9a,9.34
Rodrigo Abreu,rodrigo.abreu@catchit.pt,$2b$12$GkrWj2E0Djkg3vNE/jZJaek9nTjw4CHK48rqarSMD4oYaCoYceZMu,432.66
Tiago Macedo,tiago.macedo1@catchit.pt,$2b$12$ehQuV2lJL2fnPl385E4fB.psnXDis1lDvlYWCq6/UF4sb70wI2X8O,367.41
Cláudia Moreira,claudia.moreira4@catchit.pt,$2b$12$WhvlYkyJ4lLxk5NWqpjftOUEk3MFxHSp9ZH.bUz/opctWhtXLtpoy,393.63
Francisca Teixeira,francisca.teixeira3@catchit.pt,$2b$12$LMiyGHVcOjLNGw1.prvG0ObDxx2LuO6NqnJD3kCaw8eBg582wbuJK,374.46
Miguel Fonseca,miguel.fonseca1@catchit.pt,$2b$12$y5u2NSbvDsrnSrTMuBi0oeOVem4b8p.Zr90cZZTHZSOD.qlAxo/Gy,14.28
Rodrigo Ribeiro,rodrigo.ribeiro1@catchit.pt,$2b$12$G1VG4ZzDsIVdOTv.9X4ZOeBcZef2Su7q8hTFnVF.ARW.exvyL0y8O,113.94
Helena Reis,helena.reis@catchit.pt,$2b$12$gmKr1Tp6gNvopKxsjADjluUHr2oy7YIufmy0VVJKV11YUfzsxiRHi,244.95
Hugo Ramos,hugo.ramos2@catchit.pt,$2b$12$oP9SKL2U8gmfMfOfR3cxy.aHH19fKWn.OdnBC83GbcqGHdH8yQuwu,236.64
Vítor Melo,vitor.melo1@catchit.pt,$2b$12$V2.nQ2.8e/ouXqIaTtGbHuHmU19EbnghIF6k8UDrkkk4YZY.5thV6,453.35
Ricardo Borges,ricardo.borges2@catchit.pt,$2b$12$oxBm5nE/SQUHMQ1g6twat.VnSklYUNgDT4G7IsAtVJbfhz1mjlaHy,412.59
Diana Silva,diana.silva2@catchit.pt,$2b$12$xOCk7y3rrrgqAEZuseNQLuiiZEsKLPkCgvgrpjHBqrVseQpqfqlu.,301.04
Rui Jesus,rui.jesus@catchit.pt,$2b$12$ajbTCyDyHRdKct7Vklc.n.VEoV8xXuDb5xKLv9bKlPWHYjuS4MXA.,107.34
Rodrigo Almeida,rodrigo.almeida@catchit.pt,$2b$12$.WqKdUon5kWZA.ZRVPbJQuZOVXIx4D8iin8rrTFHqZTDyLW4.pYJm,25.99
Sérgio Fernandes,sergio.fernandes3@catchit.pt,$2b$12$C4WgT26Ulm83SiWXRZ/1Gu0y97gdyQG9ArCTzGgUdMD4/2Z8NQglO,155.93
Beatriz Ferreira,beatriz.ferreira1@catchit.pt,$2b$12$M4Hs3WwSTuU8rz4rh2p7ousYmrU1cOVhuy52j6KnDdInAq5vqesKC,419.87
Cláudia Moreira,claudia.moreira5@catchit.pt,$2b$12$PRDECq65QwOCqvlx4A99h.OczgN5DNIspXq.VXTMciC1IMjfn9NoG,274.87
Rui Monteiro,rui.monteiro2@catchit.pt,$2b$12$ORkPAOXhTRGurP7CIGAVt.w6qbf/cywhm4c/gBQAz9umaNODQyZVC,462.66
Carla Fonseca,carla.fonseca@catchit.pt,$2b$12$ztDZaX2GurWW8FRAnsBjje6iklNjnfymCCuVv.KYv2DB/dYVGi5My,184.16
Sara Azevedo,sara.azevedo2@catchit.pt,$2b$12$Ti7kk4vSnIZqkYZhsRw8l.KAoPYhO2FhdnJJEMbnIhrMpXnCQKGCO,214.51
Susana Melo,susana.melo3@catchit.pt,$2b$12$trp3sXmpBG2wdX7Gz0WaBeC.Yjxplw0kEV4VihSq8eQRB4U7bgzQG,94.83
Ricardo Coelho,ricardo.coelho@catchit.pt,$2b$12$9kbNXEQIzyu5Z1pxRvx/veumd.SdUQpYnUNj6TCVJYqf04La6VI.2,123.94
Catarina Fernandes,catarina.fernandes1@catchit.pt,$2b$12$frkddTP1iENLaMc9quURdOxD3xrJcszCpctquecVMo7L5D166Jasq,446.94
Mónica Moreira,monica.moreira3@catchit.pt,$2b$12$TNp15/i/AX26uF2WQ7JrGOSvNcW5Pae6WILrTCzOuAR/RBGKYxadu,473.21
Patrícia Gonçalves,patricia.goncalves1@catchit.pt,$2b$12$v62FGVoy2U7j.2nCeC9NAeu7iNPmcOu1vzD0UtjH99EX4sZh14aoa,316.97
Tiago Pereira,tiago.pereira1@catchit.pt,$2b$12$odiHKZYcD1xTePJ8gWjqwOgJ6XH0jPHGIPmuvSfaObihx.cf..tE.,444.76
Diana Monteiro,diana.monteiro1@catchit.pt,$2b$12$5EaJsO9VTrPyRCOVmIrYZ.3kFf0mhoFKgJd0rJCVjRHAzNacprecq,10.33
